Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX
cit,2,2,1,1,0.04,0.4771,0.02,0.4771,Unclassified,3,1.00,Unclassified,3
citadel,23,20,18,16,0.45,1.3802,0.24,1.3222,Noun,23,1.00,Noun,23
citadels,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
citation,81,47,77,44,1.59,1.9138,0.56,1.6812,Noun,81,1.00,Noun,81
citations,34,26,34,26,0.67,1.5441,0.31,1.4314,Noun,34,1.00,Noun,34
cite,48,44,40,39,0.94,1.6902,0.52,1.6532,Verb,47,0.98,Verb.Name,47.1
cited,38,36,36,34,0.75,1.5911,0.43,1.5682,Verb,36,0.95,Verb.Adjective,36.2
cites,5,4,5,4,0.10,0.7782,0.05,0.6990,Verb,5,1.00,Verb,5
cithara,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
cities,448,348,416,328,8.78,2.6522,4.15,2.5428,Noun,446,1.00,Noun,446
citified,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
citing,33,30,31,28,0.65,1.5315,0.36,1.4914,Verb,33,1.00,Verb,33
citizen,680,515,602,472,13.33,2.8331,6.14,2.7126,Noun,679,1.00,Noun.Name,679.1
citizeness,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
citizenries,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
citizenry,19,16,17,15,0.37,1.3010,0.19,1.2304,Noun,18,0.95,Noun.Name,18.1
citizens,610,458,546,421,11.96,2.7860,5.46,2.6618,Noun,609,1.00,Noun.Verb,609.1
citizenship,68,48,65,46,1.33,1.8388,0.57,1.6902,Noun,68,1.00,Noun,68
citrate,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
citric,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
citrine,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
citron,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,3,1.00,Name,3
citrus,26,20,16,15,0.51,1.4314,0.24,1.3222,Noun,25,0.96,Noun.Name,25.1
city,8624,3321,5760,2637,169.10,3.9358,39.59,3.5214,Noun,8609,1.00,Noun.Name,8609.7
cityscape,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
citywide,25,21,23,20,0.49,1.4150,0.25,1.3424,Adjective,24,0.96,Adjective.Name,24.1
ciudad,8,7,2,2,0.16,0.9542,0.08,0.9031,Name,5,0.83,Name.Noun,5.1
civ,3,3,2,2,0.06,0.6021,0.04,0.6021,Number,3,1.00,Number,3
cive,2,1,0,0,0.04,0.4771,0.01,0.3010,Verb,1,0.50,Verb.Name,1.1
civet,6,4,6,4,0.12,0.8451,0.05,0.6990,Noun,5,0.83,Noun.Verb,5.1
civets,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
civic,110,87,75,63,2.16,2.0453,1.04,1.9445,Adjective,110,1.00,Adjective,110
civics,20,16,16,13,0.39,1.3222,0.19,1.2304,Noun,18,0.90,Noun.Name,18.2
civie,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
civies,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
civil,813,571,596,452,15.94,2.9106,6.81,2.7574,Adjective,811,1.00,Adjective.Noun,811.1
civilian,479,319,436,299,9.39,2.6812,3.80,2.5051,Adjective,297,0.62,Adjective.Noun.Name,297.180.1
civilians,306,213,291,204,6.00,2.4871,2.54,2.3304,Noun,305,1.00,Noun,305
civilisation,109,63,106,60,2.14,2.0414,0.75,1.8062,Noun,109,1.00,Noun,109
civilisations,6,4,6,4,0.12,0.8451,0.05,0.6990,Noun,6,1.00,Noun,6
civilise,7,1,7,1,0.14,0.9031,0.01,0.3010,Verb,6,0.86,Verb.Noun,6.1
civilised,58,48,55,48,1.14,1.7709,0.57,1.6902,Adjective,57,0.98,Adjective.Verb,57.1
civilities,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
civility,28,26,26,24,0.55,1.4624,0.31,1.4314,Noun,28,1.00,Noun,28
civilization,425,291,394,274,8.33,2.6294,3.47,2.4654,Noun,424,1.00,Noun,424
civilizations,43,34,43,34,0.84,1.6435,0.41,1.5441,Noun,43,1.00,Noun,43
civilize,8,8,8,8,0.16,0.9542,0.10,0.9542,Verb,8,1.00,Verb,8
civilized,315,258,304,257,6.18,2.4997,3.08,2.4133,Adjective,309,0.98,Adjective.Verb,309.6
civilizes,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
civilizing,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
civilly,3,3,3,3,0.06,0.6021,0.04,0.6021,Adverb,3,1.00,Adverb,3
civvies,14,12,12,12,0.27,1.1761,0.14,1.1139,Noun,14,1.00,Noun,14
civvy,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
ck,18,9,4,4,0.35,1.2788,0.11,1.0000,Noun,15,1.00,Noun,15
cl,37,27,9,8,0.73,1.5798,0.32,1.4472,Unclassified,14,0.42,Unclassified.Name.Number,14.12.7
clabber,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clack,22,9,15,6,0.43,1.3617,0.11,1.0000,Verb,10,0.48,Verb.Noun.Name,10.7.4
clacked,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
clacker,4,1,4,1,0.08,0.6990,0.01,0.3010,Noun,4,1.00,Noun,4
clackers,4,3,2,2,0.08,0.6990,0.04,0.6021,Noun,4,1.00,Noun,4
clackety,2,1,2,1,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
clacking,14,10,11,8,0.27,1.1761,0.12,1.0414,Verb,14,1.00,Verb,14
clacks,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clad,10,10,10,10,0.20,1.0414,0.12,1.0414,Verb,10,1.00,Verb,10
cladding,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clagging,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
claim,1295,886,1270,876,25.39,3.1126,10.56,2.9479,Verb,730,0.56,Verb.Noun,730.563
claimants,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
claimed,372,323,354,307,7.29,2.5717,3.85,2.5105,Verb,371,1.00,Verb.Adjective,371.1
claimer,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
claiming,212,190,204,182,4.16,2.3284,2.27,2.2810,Verb,207,0.98,Verb.Noun,207.5
claims,710,550,673,527,13.92,2.8519,6.56,2.7412,Verb,490,0.69,Verb.Noun,490.219
clair,47,20,2,2,0.92,1.6812,0.24,1.3222,Name,45,0.79,Name.Noun,45.12
clairaudient,2,1,0,0,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
claire,1552,213,1,1,30.43,3.1912,2.54,2.3304,Name,1543,1.00,Name.Noun,1543.1
clairsentience,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clairvoyance,10,9,9,9,0.20,1.0414,0.11,1.0000,Noun,10,1.00,Noun,10
clairvoyancy,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clairvoyant,36,32,35,31,0.71,1.5682,0.38,1.5185,Noun,18,0.50,Noun.Adjective,18.18
clairvoyants,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
clake,2,1,0,0,0.04,0.4771,0.01,0.3010,Name,2,1.00,Name,2
clam,200,158,165,134,3.92,2.3032,1.88,2.2014,Noun,144,0.72,Noun.Verb.Name,144.51.5
clambake,24,20,22,19,0.47,1.3979,0.24,1.3222,Noun,22,0.92,Noun.Verb,22.2
clambakes,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,2,0.67,Noun.Verb,2.1
clamber,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
clambered,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,4,1.00,Verb,4
clammed,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,6,1.00,Verb,6
clammiest,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
clammily,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
clamming,7,6,5,5,0.14,0.9031,0.07,0.8451,Verb,7,1.00,Verb,7
clammy,30,28,27,26,0.59,1.4914,0.33,1.4624,Adjective,30,1.00,Adjective,30
clamor,7,5,7,5,0.14,0.9031,0.06,0.7782,Noun,6,0.86,Noun.Verb,6.1
clamored,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
clamoring,31,26,30,25,0.61,1.5051,0.31,1.4314,Verb,29,0.94,Verb.Name.Adjective,29.1.1
clamors,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
clamour,8,6,8,6,0.16,0.9542,0.07,0.8451,Noun,5,0.63,Noun.Verb,5.3
clamouring,8,8,6,6,0.16,0.9542,0.10,0.9542,Verb,8,1.00,Verb,8
clamp,350,159,188,118,6.86,2.5453,1.90,2.2041,Verb,177,0.51,Verb.Noun.Name,177.159.14
clampdown,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
clamped,31,27,28,26,0.61,1.5051,0.32,1.4472,Verb,31,1.00,Verb,31
clampers,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clamping,9,8,7,7,0.18,1.0000,0.10,0.9542,Verb,7,0.78,Verb.Name,7.2
clamps,55,34,51,32,1.08,1.7482,0.41,1.5441,Noun,37,0.69,Noun.Verb,37.17
clams,138,96,124,90,2.71,2.1430,1.14,1.9868,Noun,112,0.82,Noun.Verb.Name,112.18.6
clamshell,3,3,1,1,0.06,0.6021,0.04,0.6021,Verb,2,0.67,Verb.Noun,2.1
clan,209,125,154,106,4.10,2.3222,1.49,2.1004,Noun,207,1.00,Noun.Name,207.1
clandestine,45,41,44,41,0.88,1.6628,0.49,1.6232,Adjective,45,1.00,Adjective,45
clandestinely,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
clang,43,30,30,23,0.84,1.6435,0.36,1.4914,Noun,22,0.51,Noun.Unclassified.Verb,22.13.8
clanged,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
clanging,43,29,36,25,0.84,1.6435,0.35,1.4771,Verb,30,0.70,Verb.Name.Noun.Adjective,30.7.3.3
clangs,12,10,10,8,0.24,1.1139,0.12,1.0414,Verb,12,1.00,Verb,12
clank,16,12,11,10,0.31,1.2304,0.14,1.1139,Noun,6,0.38,Noun.Verb.Name,6.5.5
clanked,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
clanking,55,38,50,35,1.08,1.7482,0.45,1.5911,Verb,44,0.80,Verb.Noun.Name.Adjective,44.6.3.2
clanks,12,9,7,6,0.24,1.1139,0.11,1.0000,Verb,11,0.92,Verb.Noun,11.1
clannish,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
clans,38,18,35,16,0.75,1.5911,0.21,1.2788,Noun,38,1.00,Noun,38
clansman,3,2,3,2,0.06,0.6021,0.02,0.4771,Noun,3,1.00,Noun,3
clansmen,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clap,241,152,170,120,4.73,2.3838,1.81,2.1847,Verb,174,0.72,Verb.Noun,174.68
clapboard,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
clapped,26,19,26,19,0.51,1.4314,0.23,1.3010,Verb,26,1.00,Verb,26
clapper,20,16,7,6,0.39,1.3222,0.19,1.2304,Noun,16,0.80,Noun.Name,16.4
clapperboard,4,1,1,1,0.08,0.6990,0.01,0.3010,Noun,2,0.50,Noun.Name,2.2
clappers,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clapping,104,79,92,70,2.04,2.0212,0.94,1.9031,Verb,83,0.81,Verb.Noun.Adjective,83.19.1
claps,23,15,20,13,0.45,1.3802,0.18,1.2041,Verb,20,0.87,Verb.Noun,20.3
claptrap,14,13,12,12,0.27,1.1761,0.15,1.1461,Noun,11,0.79,Noun.Verb,11.3
claque,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
clar,2,2,0,0,0.04,0.4771,0.02,0.4771,Name,2,1.00,Name,2
clare,127,21,1,1,2.49,2.1072,0.25,1.3424,Name,125,0.99,Name.Verb,125.1
clarence,438,99,0,0,8.59,2.6425,1.18,2.0000,Name,440,1.00,Name,440
clarenceux,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clarendon,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
clares,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
claret,15,12,15,12,0.29,1.2041,0.14,1.1139,Noun,15,1.00,Noun,15
clarets,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clarification,30,28,29,27,0.59,1.4914,0.33,1.4624,Noun,29,1.00,Noun,29
clarifications,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
clarified,16,15,15,14,0.31,1.2304,0.18,1.2041,Verb,15,0.94,Verb.Adjective,15.1
clarifier,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
clarifies,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
clarify,114,107,109,104,2.24,2.0607,1.28,2.0334,Verb,114,1.00,Verb,114
clarifying,9,9,8,8,0.18,1.0000,0.11,1.0000,Verb,8,0.89,Verb.Adjective,8.1
clarinet,80,36,73,36,1.57,1.9085,0.43,1.5682,Noun,80,1.00,Noun,80
clarinetist,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clarinets,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
clarion,15,10,2,2,0.29,1.2041,0.12,1.0414,Noun,15,1.00,Noun,15
clarionet,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clarity,107,97,106,96,2.10,2.0334,1.16,1.9912,Noun,107,1.00,Noun,107
clark,1010,264,3,2,19.80,3.0048,3.15,2.4232,Name,1006,1.00,Name.Noun,1006.3
clarke,76,28,0,0,1.49,1.8865,0.33,1.4624,Name,76,1.00,Name,76
clarksville,6,3,0,0,0.12,0.8451,0.04,0.6021,Name,6,1.00,Name,6
claro,6,6,2,2,0.12,0.8451,0.07,0.8451,Noun,4,0.67,Noun.Name,4.2
clary,10,4,0,0,0.20,1.0414,0.05,0.6990,Name,10,1.00,Name,10
clash,68,59,43,43,1.33,1.8388,0.70,1.7782,Noun,46,0.69,Noun.Verb,46.21
clashed,11,10,11,10,0.22,1.0792,0.12,1.0414,Verb,11,1.00,Verb,11
clashes,8,8,7,7,0.16,0.9542,0.10,0.9542,Verb,4,0.50,Verb.Noun,4.4
clashing,7,6,5,5,0.14,0.9031,0.07,0.8451,Adjective,4,0.57,Adjective.Verb,4.3
clasp,52,37,47,33,1.02,1.7243,0.44,1.5798,Noun,28,0.54,Noun.Verb,28.24
clasped,6,6,5,5,0.12,0.8451,0.07,0.8451,Verb,5,0.83,Verb.Adjective,5.1
clasping,3,3,2,2,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
class,5985,2445,5569,2353,117.35,3.7771,29.15,3.3885,Noun,5955,0.99,Noun.Verb.Adjective.Name,5955.18.12.3
classed,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,3,0.75,Verb.Adjective,3.1
classes,812,555,793,543,15.92,2.9101,6.62,2.7451,Noun,811,1.00,Noun.Verb,811.2
classic,824,662,658,555,16.16,2.9165,7.89,2.8215,Adjective,509,0.62,Adjective.Noun.Name,509.313.1
classical,224,166,194,149,4.39,2.3522,1.98,2.2227,Adjective,224,1.00,Adjective,224
classically,18,16,16,14,0.35,1.2788,0.19,1.2304,Adverb,18,1.00,Adverb,18
classicist,5,4,5,4,0.10,0.7782,0.05,0.6990,Noun,5,1.00,Noun,5
classicists,3,1,2,1,0.06,0.6021,0.01,0.3010,Noun,3,1.00,Noun,3
classics,112,97,86,77,2.20,2.0531,1.16,1.9912,Noun,112,1.00,Noun,112
classier,14,14,13,13,0.27,1.1761,0.17,1.1761,Adjective,13,0.93,Adjective.Name,13.1
classiest,7,6,6,5,0.14,0.9031,0.07,0.8451,Adjective,7,1.00,Adjective,7
classification,37,29,36,28,0.73,1.5798,0.35,1.4771,Noun,37,1.00,Noun,37
classifications,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
classified,345,241,326,233,6.76,2.5391,2.87,2.3838,Adjective,188,0.55,Adjective.Verb,188.155
classifieds,24,20,19,16,0.47,1.3979,0.24,1.3222,Noun,21,0.81,Noun.Name,21.5
classifies,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,6,1.00,Verb,6
classify,32,32,31,31,0.63,1.5185,0.38,1.5185,Verb,32,1.00,Verb,32
classifying,11,10,10,9,0.22,1.0792,0.12,1.0414,Verb,10,0.91,Verb.Adjective,10.1
classis,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
classism,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
classist,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
classless,4,4,4,4,0.08,0.6990,0.05,0.6990,Adjective,4,1.00,Adjective,4
classmate,78,61,75,60,1.53,1.8976,0.73,1.7924,Noun,77,1.00,Noun,77
classmates,134,115,127,113,2.63,2.1303,1.37,2.0645,Noun,132,1.00,Noun,132
classmen,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
classroom,227,164,223,161,4.45,2.3579,1.96,2.2175,Noun,227,1.00,Noun,227
classrooms,30,26,30,26,0.59,1.4914,0.31,1.4314,Noun,30,1.00,Noun,30
classwork,10,3,10,3,0.20,1.0414,0.04,0.6021,Noun,10,1.00,Noun,10
classy,294,245,254,214,5.76,2.4698,2.92,2.3909,Adjective,294,1.00,Adjective,294
clatter,36,24,31,21,0.71,1.5682,0.29,1.3979,Noun,25,0.69,Noun.Verb.Name,25.8.3
clattering,85,67,59,43,1.67,1.9345,0.80,1.8325,Verb,62,0.73,Verb.Name.Noun.Adjective,62.16.5.2
clatters,17,15,14,12,0.33,1.2553,0.18,1.2041,Verb,15,0.88,Verb.Noun,15.2
claudius,40,11,0,0,0.78,1.6128,0.13,1.0792,Name,40,1.00,Name,40
claus,707,238,10,1,13.86,2.8500,2.84,2.3784,Name,697,0.99,Name.Unclassified.Noun,697.5.5
clause,143,99,122,89,2.80,2.1584,1.18,2.0000,Noun,130,0.91,Noun.Name,130.13
clauses,20,18,18,16,0.39,1.3222,0.21,1.2788,Noun,18,0.90,Noun.Name,18.2
claustrophobia,23,21,19,18,0.45,1.3802,0.25,1.3424,Noun,23,1.00,Noun,23
claustrophobic,68,60,62,55,1.33,1.8388,0.72,1.7853,Adjective,68,1.00,Adjective,68
clave,5,2,1,1,0.10,0.7782,0.02,0.4771,Verb,5,1.00,Verb,5
clavering,9,1,0,0,0.18,1.0000,0.01,0.3010,Name,9,1.00,Name,9
clavichord,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clavicle,50,37,50,37,0.98,1.7076,0.44,1.5798,Noun,50,1.00,Noun,50
clavicles,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
clavicular,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
clavier,2,2,0,0,0.04,0.4771,0.02,0.4771,Noun,1,0.50,Noun.Adjective,1.1
claw,223,137,163,123,4.37,2.3502,1.63,2.1399,Noun,156,0.70,Noun.Verb.Name,156.64.3
clawed,18,15,17,14,0.35,1.2788,0.18,1.2041,Verb,15,0.83,Verb.Adjective,15.3
clawing,25,22,24,22,0.49,1.4150,0.26,1.3617,Verb,19,0.76,Verb.Adjective,19.6
clawless,2,1,2,1,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
clawlike,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
claws,226,169,195,162,4.43,2.3560,2.01,2.2304,Noun,225,1.00,Noun.Name,225.1
claxon,7,1,0,0,0.14,0.9031,0.01,0.3010,Noun,4,0.57,Noun.Name,4.3
clay,612,215,197,139,12.00,2.7875,2.56,2.3345,Noun,432,0.71,Noun.Name,432.180
clayman,15,2,0,0,0.29,1.2041,0.02,0.4771,Name,10,0.67,Name.Noun,10.5
claymore,35,14,14,9,0.69,1.5563,0.17,1.1761,Name,18,0.53,Name.Noun,18.16
claymores,10,7,8,6,0.20,1.0414,0.08,0.9031,Noun,10,1.00,Noun,10
clays,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
clean,6183,3455,5587,3307,121.24,3.7913,41.19,3.5386,Adjective,3494,0.57,Adjective.Verb.Adverb.Noun,3494.2644.32.5
cleaned,907,776,881,758,17.78,2.9581,9.25,2.8904,Verb,906,1.00,Verb,906
cleaner,353,279,326,264,6.92,2.5490,3.33,2.4472,Noun,260,0.74,Noun.Adjective,260.93
cleaners,227,182,210,171,4.45,2.3579,2.17,2.2625,Noun,227,1.00,Noun,227
cleanest,33,29,29,26,0.65,1.5315,0.35,1.4771,Adjective,32,0.97,Adjective.Name,32.1
cleaning,1157,883,1077,845,22.69,3.0637,10.53,2.9465,Verb,672,0.58,Verb.Noun,672.485
cleanings,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
cleanish,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
cleanliness,31,26,18,17,0.61,1.5051,0.31,1.4314,Noun,31,1.00,Noun,31
cleanly,25,25,23,23,0.49,1.4150,0.30,1.4150,Adverb,24,0.96,Adverb.Adjective,24.1
cleanness,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
cleans,122,114,114,107,2.39,2.0899,1.36,2.0607,Verb,120,0.98,Verb.Noun,120.2
cleanse,74,61,62,52,1.45,1.8751,0.73,1.7924,Verb,73,1.00,Verb,73
cleansed,27,23,26,23,0.53,1.4472,0.27,1.3802,Verb,27,1.00,Verb,27
cleanser,22,17,21,17,0.43,1.3617,0.20,1.2553,Noun,22,1.00,Noun,22
cleansers,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
cleanses,11,10,10,10,0.22,1.0792,0.12,1.0414,Verb,11,1.00,Verb,11
cleansing,52,45,48,44,1.02,1.7243,0.54,1.6628,Noun,37,0.69,Noun.Verb,37.17
cleanup,100,84,82,70,1.96,2.0043,1.00,1.9294,Noun,79,0.79,Noun.Verb,79.21
clear,8763,4184,7369,3974,171.82,3.9427,49.88,3.6217,Adjective,5598,0.64,Adjective.Verb.Adverb,5598.2727.427
clearance,350,237,332,230,6.86,2.5453,2.83,2.3766,Noun,350,1.00,Noun,350
clearances,20,17,20,17,0.39,1.3222,0.20,1.2553,Noun,20,1.00,Noun,20
cleared,842,687,811,666,16.51,2.9258,8.19,2.8376,Verb,836,0.99,Verb.Adjective,836.5
clearer,138,126,134,122,2.71,2.1430,1.50,2.1038,Adjective,139,1.00,Adjective,139
clearest,18,17,17,17,0.35,1.2788,0.20,1.2553,Adjective,17,0.94,Adjective.Name,17.1
clearheaded,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,3,0.75,Verb.Adjective,3.1
clearing,331,291,310,273,6.49,2.5211,3.47,2.4654,Verb,215,0.65,Verb.Noun.Adjective,215.84.33
clearinghouse,8,8,5,5,0.16,0.9542,0.10,0.9542,Noun,8,1.00,Noun,8
clearings,3,3,2,2,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
clearly,1529,1213,1223,1019,29.98,3.1847,14.46,3.0842,Adverb,1526,1.00,Adverb,1526
clearness,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
clears,372,273,283,215,7.29,2.5717,3.25,2.4378,Verb,373,1.00,Verb,373
clearwater,24,14,2,1,0.47,1.3979,0.17,1.1761,Name,12,0.50,Name.Adjective.Noun,12.7.5
clearway,5,1,3,1,0.10,0.7782,0.01,0.3010,Noun,5,1.00,Noun,5
clearways,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
cleat,22,11,15,11,0.43,1.3617,0.13,1.0792,Noun,22,1.00,Noun,22
cleats,21,16,21,16,0.41,1.3424,0.19,1.2304,Noun,21,1.00,Noun,21
cleavage,70,60,63,57,1.37,1.8513,0.72,1.7853,Noun,70,1.00,Noun,70
cleave,10,9,5,5,0.20,1.0414,0.11,1.0000,Verb,10,1.00,Verb,10
cleaved,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
cleaver,68,46,35,28,1.33,1.8388,0.55,1.6721,Noun,32,0.48,Noun.Name.Verb,32.27.8
cleavers,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,1,0.50,Verb.Noun,1.1
cleaves,47,13,1,1,0.92,1.6812,0.15,1.1461,Name,24,0.51,Name.Noun.Verb,24.21.2
cleaving,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
cleek,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
clef,6,4,2,2,0.12,0.8451,0.05,0.6990,Noun,4,1.00,Noun,4
cleft,30,27,30,27,0.59,1.4914,0.32,1.4472,Noun,12,0.40,Noun.Adjective.Verb,12.12.6
clefts,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clem,149,22,1,1,2.92,2.1761,0.26,1.3617,Name,148,0.99,Name.Noun,148.1
clemency,47,20,35,18,0.92,1.6812,0.24,1.3222,Noun,45,0.96,Noun.Name,45.2
clement,22,15,2,2,0.43,1.3617,0.18,1.2041,Name,20,0.91,Name.Noun,20.2
clementine,78,15,1,1,1.53,1.8976,0.18,1.2041,Name,77,0.99,Name.Noun,77.1
clements,54,7,1,1,1.06,1.7404,0.08,0.9031,Name,53,0.98,Name.Noun,53.1
clench,20,18,15,15,0.39,1.3222,0.21,1.2788,Verb,19,0.95,Verb.Noun,19.1
clenched,22,20,21,19,0.43,1.3617,0.24,1.3222,Verb,16,0.73,Verb.Adjective,16.6
clenches,5,3,4,2,0.10,0.7782,0.04,0.6021,Verb,4,0.80,Verb.Noun,4.1
clenching,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,5,0.83,Verb.Noun,5.1
cleopatra,116,66,0,0,2.27,2.0682,0.79,1.8261,Name,116,1.00,Name,116
clept,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1,0.50,Verb.Noun,1.1
cleptomaniac,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
clergy,48,34,42,30,0.94,1.6902,0.41,1.5441,Noun,47,0.98,Noun.Verb,47.1
